name=sealion,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=1,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=1,legs=2,tail=1,domestic=0,catsize=1,type=1
name=seasnake,hair=0,feathers=0,eggs=0,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=1,backbone=1,breathes=0,venomous=1,fins=0,legs=0,tail=1,domestic=0,catsize=0,type=3
name=seawasp,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=0,backbone=0,breathes=0,venomous=1,fins=0,legs=0,tail=0,domestic=0,catsize=0,type=7
name=skimmer,hair=0,feathers=1,eggs=1,milk=0,airbourne=1,aquatic=1,predactor=1,toothed=0,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=0,type=2
name=skua,hair=0,feathers=1,eggs=1,milk=0,airbourne=1,aquatic=1,predactor=1,toothed=0,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=0,type=2
name=slowworm,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=0,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=0,tail=1,domestic=0,catsize=0,type=3
name=slug,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=0,predactor=0,toothed=0,backbone=0,breathes=1,venomous=0,fins=0,legs=0,tail=0,domestic=0,catsize=0,type=7
name=sole,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=0,toothed=1,backbone=1,breathes=0,venomous=0,fins=1,legs=0,tail=1,domestic=0,catsize=0,type=4
name=sparrow,hair=0,feathers=1,eggs=1,milk=0,airbourne=1,aquatic=0,predactor=0,toothed=0,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=0,type=2
name=squirrel,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=0,type=1
name=starfish,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=0,backbone=0,breathes=0,venomous=0,fins=0,legs=5,tail=0,domestic=0,catsize=0,type=7
name=stingray,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=1,backbone=1,breathes=0,venomous=1,fins=1,legs=0,tail=1,domestic=0,catsize=1,type=4
name=swan,hair=0,feathers=1,eggs=1,milk=0,airbourne=1,aquatic=1,predactor=0,toothed=0,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=1,type=2
name=termite,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=0,predactor=0,toothed=0,backbone=0,breathes=1,venomous=0,fins=0,legs=6,tail=0,domestic=0,catsize=0,type=6
name=toad,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=0,domestic=0,catsize=0,type=5
name=tortoise,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=0,predactor=0,toothed=0,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=1,type=3
name=tuatara,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=0,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=0,type=3
name=tuna,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=1,backbone=1,breathes=0,venomous=0,fins=1,legs=0,tail=1,domestic=0,catsize=1,type=4
name=vampire,hair=1,feathers=0,eggs=0,milk=1,airbourne=1,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=0,type=1
name=vole,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=0,type=1
name=vulture,hair=0,feathers=1,eggs=1,milk=0,airbourne=1,aquatic=0,predactor=1,toothed=0,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=1,type=2
name=wallaby,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=1,type=1
name=wasp,hair=1,feathers=0,eggs=1,milk=0,airbourne=1,aquatic=0,predactor=0,toothed=0,backbone=0,breathes=1,venomous=1,fins=0,legs=6,tail=0,domestic=0,catsize=0,type=6
name=wolf,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=1,type=1
name=worm,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=0,predactor=0,toothed=0,backbone=0,breathes=1,venomous=0,fins=0,legs=0,tail=0,domestic=0,catsize=0,type=7
