name=frog,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=0,domestic=0,catsize=0,type=5
name=frog,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=1,backbone=1,breathes=1,venomous=1,fins=0,legs=4,tail=0,domestic=0,catsize=0,type=5
name=fruitbat,hair=1,feathers=0,eggs=0,milk=1,airbourne=1,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=0,type=1
name=giraffe,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=1,type=1
name=girl,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=0,domestic=1,catsize=1,type=1
name=gnat,hair=0,feathers=0,eggs=1,milk=0,airbourne=1,aquatic=0,predactor=0,toothed=0,backbone=0,breathes=1,venomous=0,fins=0,legs=6,tail=0,domestic=0,catsize=0,type=6
name=goat,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=1,catsize=1,type=1
name=gorilla,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=0,domestic=0,catsize=1,type=1
name=gull,hair=0,feathers=1,eggs=1,milk=0,airbourne=1,aquatic=1,predactor=1,toothed=0,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=0,type=2
name=haddock,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=0,toothed=1,backbone=1,breathes=0,venomous=0,fins=1,legs=0,tail=1,domestic=0,catsize=0,type=4
name=hamster,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=1,catsize=0,type=1
name=hare,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=0,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=0,type=1
name=hawk,hair=0,feathers=1,eggs=1,milk=0,airbourne=1,aquatic=0,predactor=1,toothed=0,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=0,type=2
name=herring,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=1,backbone=1,breathes=0,venomous=0,fins=1,legs=0,tail=1,domestic=0,catsize=0,type=4
name=honeybee,hair=1,feathers=0,eggs=1,milk=0,airbourne=1,aquatic=0,predactor=0,toothed=0,backbone=0,breathes=1,venomous=1,fins=0,legs=6,tail=0,domestic=1,catsize=0,type=6
name=housefly,hair=1,feathers=0,eggs=1,milk=0,airbourne=1,aquatic=0,predactor=0,toothed=0,backbone=0,breathes=1,venomous=0,fins=0,legs=6,tail=0,domestic=0,catsize=0,type=6
name=kiwi,hair=0,feathers=1,eggs=1,milk=0,airbourne=0,aquatic=0,predactor=1,toothed=0,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=0,type=2
name=ladybird,hair=0,feathers=0,eggs=1,milk=0,airbourne=1,aquatic=0,predactor=1,toothed=0,backbone=0,breathes=1,venomous=0,fins=0,legs=6,tail=0,domestic=0,catsize=0,type=6
name=lark,hair=0,feathers=1,eggs=1,milk=0,airbourne=1,aquatic=0,predactor=0,toothed=0,backbone=1,breathes=1,venomous=0,fins=0,legs=2,tail=1,domestic=0,catsize=0,type=2
name=leopard,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=1,type=1
name=lion,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=1,type=1
name=lobster,hair=0,feathers=0,eggs=1,milk=0,airbourne=0,aquatic=1,predactor=1,toothed=0,backbone=0,breathes=0,venomous=0,fins=0,legs=6,tail=0,domestic=0,catsize=0,type=7
name=lynx,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=1,type=1
name=mink,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=1,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=1,type=1
name=mole,hair=1,feathers=0,eggs=0,milk=1,airbourne=0,aquatic=0,predactor=1,toothed=1,backbone=1,breathes=1,venomous=0,fins=0,legs=4,tail=1,domestic=0,catsize=0,type=1
